,Review Title,Review Rating,Review Content
119,A Month After Purchased....,3,"After a month of use, they always have bad frequency with your phone, meaning that it would cut off audio or become static. Recently the audio quality went down significantly and know doesn't play as loud as before. I have to turn up my volume to the max to have mediocre audio."
120,Easy listening,5,"I bought these for my son, he really loves them he use them both for his laptop and his phone."
121,Hell NO even at discounted price!,2,They sound so cheap that at first I thought I have to reset them or the connection. After trying all the possibilities I confirm that they are the worst sounding wireless earbuds among the lot I tried. Disappoinment in abundance!
122,Weak bass,3,"I bought these because a review I read in a magazine said they had great bass response and worked well for music.  They don't have great bass response.  My $17 wired headphones are much better for that.  Otherwise they sound very good, but I'm disappointed."
123,Wish Razer would put weights in them to at least make them FEEL quality.,3,"Lighter and cheaper feeling than I had hoped. Doesn't have that Razer quality I'm used to in their other products, but they're decent. It's a lot of money for decent, but if you want something to match your Razer phone, that's all you got."
124,Razer Hammerhead True Wireless,5,My son took them from me. He loves them because I can't get them back
125,Great price for fantastic headphones!!,5,"I have an iPhone and got these instead of AirPod and let me tell you, these have more functions than AirPod. However the bass isn’t as nice as the AirPods but if you can live with a little less bass than these are the headphones for you!"
126,Better than apple,5,Best value and great quality
127,Its AWESOME. i wish they make a case for it,5,These are amazing. I get good connection and it does last awhile. But after close to low battery the connection started to get bad but only for a sec it also happened once. For me they dont sound loud but you can hear everything clearly and i cant here no one while i have them on. I just hope they make a case for these.
128,Great for the Price,5,"I didn’t expect an absolutely amazing pair of ear buds, I heard great things about these and for the price I decided to try them out. What I didn’t expect was to use these as my daily driver. I love them, sure there are better pairs out there but for the price I would recommend."
129,What i was looking for,4,"(UPDATE) AFTER USING THE HEADPHONES I STILL LOVE THEM HOWEVER!, AFTER LOOKING ON THE PACKAGE AND AD I REALIZED I WAS SUPPOSED TO GET SILICON SLEEVES THAT I DID NOT GET. The headphones are solid, and exactly what i was expecting. The case felt a little flimsy as far as the lid was concerned but over all 👌"
130,Great Audio Quality,5,"The audio quality of this little boys is amazing, I know is not the same as a AirPods but it is not a huge difference to be honest, it was easy to pair it with my phone & laptop, again is not an AirPod but the quality is decent, if you are a student/gamer you will love this product from Razer."
131,Dope sound great price!,4,"These Razer hammerheads are really good! I was not expecting them to sound so damn good! Bass was not too overbearing, over all good clean sound. If your looking for premium headphone quality and sound without the premium price you shouldn't be looking anything else but these!"
132,There are better things out there,2,These headphones are pretty bad the battery life is super low and I keep experiencing random disconnects. The sound quality is extremely bad. They mute your audio when you're trying to game and use the mic at the same time which makes it unusable while gaming.
133,Only came with one gel covering,2,"It only came with one of the gel coverings for the right earbud not for left earbud. Whonh whonhhhhh! Also, the wrist band would not fit on my hand (which is small for a man's hand already) if my hand was 1/2 the size. Did they make this for a hobbit?!"
134,Must Buy For All Razer Phone Users,4,Good goes great with my razer phone! Light and clear sound!
135,"Awesome for audio, bad for calls",5,Great sound and fit. Killer features but bad for taking calls
136,Good item,5,Like them alot
137,So much better out there,2,"Battery life sucks, they are too big and hurt your ears, they cut in and out.I wouldn't recommend"
138,Awesome sound Quality,5,Awesome sound Quality but for people with small ears as me with the time using them it hurts
139,Buy Elsewhere,3,"I was excited to get these earbuds because I had never had completely wireless earbuds before. These sounded fine, I did not need much more and the bass was good. However connectivity was laggy and bad. There are plenty of earbuds better than this and for less money."
140,Another good Razer product.,5,"While it doesn't have noise cancellation, they go loud enough that it doesn't matter. Sound better than airpods and the battery lasts long enough for me."
141,Great quality!,5,They fit really nice in my ear. I like how I can adjust the quality of sound whether it focuses on the treble or bass. I also like how they’re noise cancelling and just how long they last. I can have them in my ears for hours and the sound quality stays consistent.
142,Uncomfortable,2,"It just really hurts my ears, highly uncomfortable. I tried to ignore the pain the head phones being but it was just too much. Much more worth just buying a 25 dollar pair of gaming earbuds"
143,Best earbuds I have ever used,5,"I have been on the hunt for a good set of true wireless earbuds for a year, these fit every want I could have asked for. My wife is now considering letting go of her apple earbuds for a pair of these."
144,Good stuff,5,Works perfect I like it.
145,Battery only issue👍.,4,"Listen to music a lot on the daily. They fit good in my ear, sound was good. Only problem was battery life which was too short for my liking. Got about 3.5hrs per earbud. I would use one at a time to extend usage. Not that bad of a purchase."
146,Decent,4,"Great product from Razer, they sound better than airpods but there still not the best sounding earbuds. Worth the price"
147,Disappointed,1,It doesn’t sound loud no more. Only the first week of usage. Im returning them.
148,Great quality,5,Like
149,Love these things,5,They're not designed for noise cancellation which is perfect for me (I use them for work)Super reliable. Only gripe is that the touch pad that you use to interact with them is sometimes pressed when I reposition them in my ear
150,Great wireless ear buds,5,"The headphones have great battery life with the case as a built in battery bank basically, allowing for what feels like endless hours of use. Noise cancelling is about what you could expect from ear buds, would definitely recommend."
151,Razor wireless buds,4,Awesome
152,Love this product,5,"Was skeptical at first. Was deciding between the Apple airpods and this but since I'm using an Android phone and liked the black razer design, I went with this instead. I'm very happy with my purchase!"
153,Static when using on PC.,3,Bought these to use with PC and has nothing but static while paired.
154,Easy to use.,4,"I like how they auto sinc to each other and to the phone, also, the game mode is great, no lag between visuals and the audio. Very impressive. The sound wasn't quite what I was hoping for, but still quite good."
155,It’s ok ....,3,They make your ear soar. After a while
156,"Good product, but they don't really fit.",4,"These are actually really good earphones. They work well, always have a good connection, good battery life. It's just they don't really for my ears. Now maybe I just have below average ear size and that's why they're so small but other than that they're actually really good."
157,Nice,5,Pretty good so far. Sound volume seemed very low at first. Connected to my PC and after that the volume is much higher then out of the box volume with my phone. Comfortable and battery life seems very good.
158,Great for the price,4,"The lid for the charging case could be held on a little better and made of slightly better material but other than that, the quality for what you pay is all there. Sound, work, and look great for the price"
159,It’s ok,5,Not comfortable to wear in my ear but it was a good price feel cheap tho
160,Sound Issue,3,For some reason the sound volume cuts to half it's norm after owning them a while. I've never dropped them and just one day the volume wasn't what it was. Wtf?
161,Would recommend to someone,4,These Earbuds are pretty good for 100 dollars. I have compared them to the Airpods 1. The Razr earbuds are better cause there’s an App that u can use to Adjust the sound of the earbuds and The razr buds are louder
162,Not to great,2,I am a huge racer fan and own a few of their products. Didn’t sound that great and felt clunky and rushed. I switched to AirPods on android and they worked just as well if not better.
163,Uncomfortable not clear sound,1,It's not like an android earphone. But it's not bad if your into apple type style earphones. And it hurts the inside of my ears like they're uncomfortable to wear and feels like they are falling out even with the rubber piece.
164,Great buy,5,"I love all Razer products, I have a Mouse and Keyboard,Mouse Pad and a pair of Razer Kraken Headphones. I just needed wireless earphones so these are well made for something so small, definitely should get them"
165,Incomplete after-sales service,4,"It's easy to use, but it's also easy to lose. I lost a headset the first week I bought it. And neither the warranty nor razer officials could provide me with a way to buy my missing headphones."
166,Nice quality for cost!,4,"The audio quality was outstanding for the price, very good comfort fit, battery life is only about 3 hours before needing recharge. I believe the case hold about 17 hours in it."
167,I'd recommend this,5,"Everything was very good, i liked these more than the Galaxy Buds, and I owned the Galaxy Buds for a while but the left ear gave out, then the right ear did too. These I've had for the past few months and they're amazing"
168,It was a gift for someone else.,5,This was a gift for someone else.
169,Get different ear buds,3,They are not noise cancelling and they lag often
170,Good sound,5,Sounds good 👍
171,"Sounds great, but...",3,I love these ear buds. They connect so quick and sound amazing but they do not work very well with a mac book. If someone has some insight on this let me know but they do work great with phones.
172,Amazing,5,The sound quality and almost zero latency are amazing. Absolutely love these.
173,Lagging,1,As soon as I received and pair up. Music cuts off. Too much lag. Any fixes?
174,Feels comfortable in ear,5,Easily falls out
175,Great headphones,5,Love these headphones. Razer has never let me down.
176,Good overall product,4,"The charging case that comes with the headphones feels pretty light and cheap but the overall quality of the headphones is pretty good. It would be better if it costed less but then again, its a name brand."
177,Worth its dollar.,4,I like the overall product I just thought it would be more noise canceling. I can still hear different things around me.
178,Good Sound and Quality,5,"I have used Airpods in the past but since using these I will never go back. The sound quality is great, they have a gaming sound option. Best earphones."
179,No regrets,5,"For the price, the quality is much much better than I expected, it's well worth the price and I'd recommend anyone searching for a great experience with some wireless earbuds to try them out."
180,They’re Amazing,5,"I personally use these for streaming on Twitch, the sound quality is insanely good and the fact they offer no delay helps whenever I’m playing any game that’s requiring split second reaction."
181,Decent for the price. Made for fanboys.,3,Fit is like a scaled up AirPod. The material is almost too “matte” finished and I find it sliding out of my ears often.
182,Amazing,5,"Sound quality is amazing. It could use a little more noise cancellation, but otherwise these are phenomenal. Keep up the good work!"
183,I love them.,5,Thank you so much guys.
184,Best option out there,5,Love these. My gf has the AirPods and I got these instead and I like them better. No issues whatsoever
185,AMAZING FOR THE PRICE!!,5,First pair of true wireless earbuds and I have to say wow these blow my mind after listening to them for a month now and they are the best out there and definitely worth the 100
186,GG Bois,4,It's good for gaming
187,Not great but useful,4,These are great for gaming. But they have problems when my phone is in my back pocket and I am walking. I am using them with my Razer phone 2.
188,Great,5,Love everything about them
189,AMAZING,5,I love the sound quality.  The battery life lasts me all day. And they cancel all the noise during school. Making me able to ignore people and teachers I don't like!
190,Noise cancelling is awesome!,5,"If your looking for an android style AirPods, than these are for you."
191,Great pods.,5,"Great pods, just don't do what I need them to do. I wanted them for my Switch."
192,Just as good as AirPods,5,I’ve seen a lot of people say they don’t like the bass on these earbuds but I think it’s just fine for what I payed. Pairing was easy as well.
193,Don't Buy,1,"These work perfect if you're holding your phone in front of yourself at all times. The minute you put your phone in your pocket, expect connectivity issues."
194,Great for the price!,5,Great earpods for the price. The battery lasts a long time with the case. Sounds great and I am very happy with the purchase.
195,Good enough.,3,Casing is feels cheap and brittle. But sound quality and overall functionality is good.
196,"Great product Razer does not disappoint, perfect product if you want alternative to AirPods",5,"Great product, Better then I expected.Connects instantly once paired.Love it Soo far.Great sound quality, won't turn it off"
197,Wanted to love them,4,I really enjoyed these. The only problem I had is with apple product like designs they hurt my ears. Other than that I loved these headphones
198,A good purchase,5,Better to buy it on Amazon then on Razer's own site.
199,Great headset...mediocre battery life,4,Great earbud battery life not that great though.
200,Great quality - stay in ears and don't hurt ears to wear them,5,Works great!
201,Very impressive for the price,5,They sound good and work well and they don’t block loud noses in the gym. But they’re great for the price and sounds quality
202,Must cop. Worth the Hundo,5,Floss Recommend these. Wasn't disappointed
203,Really good if what you care about is sound quality,5,"It is really good, the only problem is that the case is very cheap and scratches really easily."
204,Biggest than others,3,Really good sound and battery lifeBut those earphones aren't comfortableThey're not like apple earpods
205,Greatest earbuds I've tried.,5,Amazingly perfect earbuds! Was amazing enough for me to throw my airpods pro for it.
206,Good bluetooth earphones,5,These have been my day drivers for headphones and haven't been disappointed since.
207,Fits in ear poorly,4,"I like the sound quality its great, but it falls out of my ear sometimes I used the earbuds mainly for gaming"
208,Stiff with no option to change ear piece,4,I don’t like how they fit in the ear. They hurt my ear canal. There is no option to change it.
209,"Great look, horrible quality",2,The sound quality is terrible compared to other earbuds. Don't buy it unless you want it for its good look.
210,Hurts my ears,1,They hurt my ears really bad I had to return them because if it. Other than that they sound and work great.
211,Thumbs up from me,4,Overall pretty nice headphones the charging case feels a little cheap though
212,Big ears only,3,I did not like how the hammerheads did not have a good Seal and they are made for people with big ears
213,They are not very comfortable to use,2,the sound is not very good
214,Nice earpods,5,"Compact and easy to connect with iPhone, battery life will be checked after useI like it"
215,Great,4,Only thing is I cannot connect to a certain device.
216,Great product,5,Nice product great sound and quality
217,Better than AirPods!,4,This has a amazing look to them and they have very good sound quality.
218,Awesome,5,Excellent. Perfect for gym and library study.
219,great earbud,5,the phone is very good and very good sound quality and the gaming mode helps a lot too
220,You’ll love them,5,All I can say. I love them.! They sick.! Best purchase I’ve ever done with headphones
221,Bad earbuds,1,Worst earbuds ever scabbed my ears up and made them bleed
222,"Here you go, Razer fans!",5,Good earbuds for Razer fans.
223,No issues,5,Sound is great
224,"Read instructions, but work great",5,Once we got them paired they are great.
225,Decent,5,They are what you expect. Wireless decent sound. Worth only $99
226,Good for players,5,"Very low latency, good for players."
227,Good sound but uncomfortable,4,Not very comfortable for long periods of time.
228,Would buy again,4,"Amazing headphones, fit my ear and sound as good as AirPods"
229,Get these,5,👌
230,Worth it,5,Worth the price and love the size of the case. Fits in your pockets.
231,It's razer so be prepared,5,To me they worked perfectly don't know about you
232,No lag as using wired earphone,5,If you want to play game that's it
233,Love these,5,Works perfectly for PC gaming and listening to music at work.
234,Waste of time and money.,1,Most uncomfortable buds ever had.
235,Pretty good,5,"Pretty good, took a while for my ears to get used to the shape though."
236,Hammerhead yes!,5,Love Razer as a brand and love these! Definitely worth it!
237,Razor,1,Its perfect but i received it as damge case broken:(
238,Good product but needs improvement,5,Amazing sound quality but not enough battery life
239,Good but need to be updated,3,Good but I am having a lot of connection issues
240,Excellent,5,great for music and mobile gaming
241,Bad connection for outdoor use,3,Good sound but useless connection
242,I buy it again,4,"Very good option, excelente sound"
243,Great quality,5,Another awesome Razer product
244,Pretty nice but they do fallout sometimes,5,Pretty nice they do fall out sometimes tho
245,Would not charge,3,Mine would not charge. Had to return it.
246,Totally satisfied,5,Nothing to dislike. Great product
247,Low volume,2,The volume is too low :/
248,Be careful to not miss placed them,1,Add a tile function
249,Absolutely amazing,5,Absolutely amazing
250,Bien,5,Bien
251,Good,5,My son loves them
252,Very good for the price,5,Very well made!
253,nice,5,would buy again
254,Los mejores audífonos,5,Me encantaron!
255,Not bad,4,They are cool
256,None,5,Price is good
257,Good AirPod alt,5,Love razed.
258,Bangin,5,These slap
259,0ud 9gc,4,oggcig oh
260,tg,5,good
261,Amazing,5,Nice
262,Sound is golden,5,Great love razer
263,Very good buds,5,"A very good set of buds.  I'll mention the style thing first because, hey, you're wearing these.  They have a bit of attitude to them which appeals to me, though they aren't in-your-face.  It's more subtle, and with the Razer logo they will be familiar to fellow gamers.However, looks are meaningless without performance, and these buds have it.  Pairing is ultra simple, and inputs (touch, etc) behave as expected.  Now true, they aren't as seamlessly integrated in iOS as AirPods would be, but then these aren't them.  :)  This said, there's not much that my AirPods do that these cannot, at least for 95% of what I use buds for.Sound quality is very very good.  Major thing here is to set expectations...I mean, these are ear buds.  They aren't going to rival big floor speakers.  Even at that, I was very impressed with the sound.  When playing Bioshock, I found performance to be, well, excellent.  Again, given the form factor.A slight point - the fit may NOT offer the best seal in the world against outside noise.  While the earbud sleeves help, they didn't give me a 100% seal.  Some of this may be my odd ear shape, but this said I found some aftermarket tips that work.In sum though - I think these are great.  Good sound for buds, design is great (they are a bit light in construction, but there's a line between weight and comfort that Razer has to straddle), and performance is significantly above par.  A very good set of buds."
264,Great Earbuds for Android and iPhone,5,"Been using these on my iPhone 11 with the TW Hammerhead app and they have been working out quite well for me. Haven't really tried the game mode yet, so I can't comment on it. The battery life have been fantastic and seems to last longer that the 3 hours they advertise. For me, after trying out airpods, they seem to work quite a bit better as I can easily use them with other devices. Overall, I am quite pleased with these buds (and also with the colour choice!)."
265,"Good first revision, needs some tweaks to be perfect",4,"So overall, I really like these earbuds.  I'm just going to point out things that don't come across in the specs.1. The default sound profile is too ""boomy"".  There is a very basic EQ in the app that allows you to boost treble or bass, but boosting the treble then makes the bass too weak.  Razer needs to add finer grained EQ settings.2. The case lid is a bit loose/wobbly.3. The case is very hard to open on the correct side by feel alone.  You'll have to fumble with it, try both sides, or look at it closely to figure out how to open it each time.4. These earbuds are not ""ported"", so they isolate sound more than Airpods do.  I prefer to hear more of the environment, but it's really down to personal preference.5. Battery life reporting behaves very strangely on these earbuds.  On iOS, the earbuds will report 100% battery for 40-50 minutes or so before the battery starts dropping.  And when it does drop, it drops in 10% increments ... AKA it really doesn't update that often.  It's a bit odd and I much prefer how the Airpods report battery, but overall it's not an issue once you know how it works.  I do think the total battery life estimate given by Razer is accurate tho.6. These do not support aptX or aptX LL.  You'd think for gaming earbuds they'd do aptX LL, but nope.7. The right earbud goes on the left side of the case, and the left goes on the right side!  It's also awkward to pick the earbuds out of the case ... they should have added some grooves in the case to make it easier to remove the earbuds as you walk, etc.Now the good news.1.  Gaming mode works on both my iPhone and bluetooth adapters for my Nintendo Switch!  The delay is not perfect, but extremely low compared to most earbuds.  aptX LL probably would have been better, but this is still really good.In gaming mode, the connection will be more prone to breaking up since I assume they are lowering the packet size and decreasing the buffering before playback in the earbuds.  The vast majority of the time, this isn't an issue.  I did see a problem one time when I had the phone in my pocket and was listening to music in gaming mode ... the audio started popping and stuttering.  Switching out of game mode fixed it immediately.2. The touch controls are nice and do more than my Airpods Gen 1 ever did.  Good stuff.  But it takes some time to internalize what all the taps do.Bottom line is ... I like them a lot and I'm going to keep them, as they are a perfect companion to my Switch Lite when I'm out and about.  But there's definitely room for improvement."
266,"A real disappointment. Terrible connection, doesn't always connect, and feels cheap.",2,"I should start of by saying I expected much more off of these, after all, they are from Razer. First impressions are pretty good but you will soon realize they are made from very cheap plastic and they leak sound like there is no tomorrow.Pairing is a bit tricky, for me, you have to remove them from their case and then place them back inside why they are attempting to pair or else it will fail to pair. On the other case sometimes they will won't turn on after being removed from the case, making them unusable as holding them turns them on to 'pairing mode' which won't actually connect to your device and make it so you need to remove the headphones from your paired devices on your phone.I was out all day yesterday and could not for the life of me get these to connect, I tried my friend's phone and his failed to pair while mine couldn't even see these. I've had cheap knock-off airpods get this down better than Razer could.When it comes to the material the plastic the case and headphones are made out of have to be the thinnest and creakiest I've ever felt.  If you run your fingers over the headphones you can fell the spots where two piece of plastic don't really join all that well, it just feels like $20 headphones.The connection is the worst part. Want the phone in your pocket? Can't. Want to put your hand on your face while you are listen to music? Sorry, your connection will get lost. My bet is that these are sending a lot more data than the average wireless earbuds as they sound much better and that's really its only saving grace.  When it comes to gaming they are great, but I feel if you buy headphones one should expect them to be all right daily headphones. The range on these are ridiculous and trust me, you will be frustrated on how bad they are. Maybe if you are using the recommended Razer phone you'll have better luck, but out of trying a Umidigi F1, Axon 7, OnePlus One, and a Samsung S4 and my laptop, they all have the same lacklustre problems.I don't expect these to last very long and if anything comes in my hand that is remotely all right they will be replaced immediately. Avoid these if you can."
267,"Fit like Airpods, but with better sound quality",5,"I have Soundcore LIberty Air and Apple's Airpods. These fall in the middle. Let me explain.Airpods were great because of their (near) bullet-proof pairing and easy fit into your ear without blocking out everything. For me, the problem with Airpods is that they don't seal very well and so aren't loud enough in many environments.The Soundcore pair nearly as well and seal very well. That makes them better for loud environments. And the sound quality is notably better, especially the bass. But they have the same virtues/drawbacks of other earbuds that seal in your ear. They can be tricky to get in and they can shut out the environment a little TOO well. Great for planes, not so good on the street.The Hammerhead strikes an interesting medium. They are shaped like the Airpods, making insertion easy. They are slightly larger with ab outer flange that provides just a bit more of a seal than the Airpods without completely shutting out the environment the way the Soundcores do.The Hammerheads are also louder than the Airpods, which is very welcome. And pairing was very easy.A couple of nits. The case is slippery, like the Airpods case. This is a surprisingly big problem with both. I have dropped both and watched the earbuds scatter on dropping more than once. Not great.Second, it is actually hard to open the Hammerhead case. The slim notch is hard to find and smaller than the hinge notch. I can't tell you how many times I've fumbled around trying to open the case, only to fumble the whole thing to the ground due to its slipperiness.That is a real nit though. Currently the balance of good sound quality, easy fitting and solid pairing make these my daily earbuds."
268,"Great sound, a couple of minor annoyances",4,"The sound quality of these is excellent. Since that's the main thing I want in earbuds, these get two thumbs up from me- with a few exceptions- see below.They came fully charged and ready to go. Pairing couldn't have been easier. I took them out of the box, went to Bluetooth settings on my iPhone and BAM, just hit connect and there they were.The bass response is nice. Crisp treble.Now, for the minor annoyances. For some reason the left bud goes into the right side of the case and vice versa. This will take some getting used to. They could have easily solved this issue by putting the hinge on the other side of the case.The case itself is a little slick. I'd prefer some texture so I don't drop it when pulling it out of my pocket.I don't care for the fit in my ears. One of the reasons I never bought any Apple headphones or earbuds is the fact they don't use silicone seals. I find I get a much better bass response with a tight fit. It also seals out noise and makes the earbuds feel secure in your ears. When I push and hold these deeper into my ears, they sound considerably better. The sound would be enhanced if they fit better. The sound, as they sit naturally is rather ""airy"" rather than immersive. They are not going to fit every ear perfectly and they are not at all adjustable.If you like the Apple style of fit, these are wonderful."
269,"Well, that didn't work out well.",1,"I did not know how big these ear buds were until I charged them.  They are made for elephants.  There are no pictures of the product being used in the product description so I had no idea how to insert them.  Otherwise, the directions given are good.  I looked through customer images to see how to insert them and I can't figure out how people are using them.  I got a second opinion and that person (a man) could not insert them.  The fact that they don't include an image of people wearing them seems odd.  I have leaving bad reviews but I could not find one good thing to say about this product other than the instructions for charging and pairing are very clear."
270,"Easy to connect, good sound quality",5,"These earbuds were super easy to connect to my iPhone.  I've been using a Bose headset for listening to podcasts for years and I wasn't expecting the sound for these earbuds to be anything great, but I was surprised by how good the sound quality is.  I'm not sure they're the best for noise cancellation since I felt like I could hear my kids playing a bit more than I usually can with my Bose headset.  I think these earbuds are pretty decent.  My husband has a set of airpods and he felt like these were pretty close to those in terms of functionality.  I have no complaints about them."
271,Works great but I have 2 complaints.,4,"First of all, the sound is AMAZING! And the work very well! I only have minor issues with these.1. The case hinge is hinda wonky and feels strange when you open and close it or jiggle it around.2. The firmware updates and software in general is only supported in android. Why not Razer Synapse 3? Pairing them in windows is consistent though and you can use game mode on anything.Game mode off in windows gives you about 100ms of latency.Game mode on gives almost NO latency in Windows! (slight latency in Android still)If you just want some good audio quality earbuds that are truly wireless and the fact that you can flex that you have one by razer then this product is for you!"
272,Good Alternative To Air Pods,4,The Razer Hammerhead True Wireless Earbuds are a good alternative to Apple Air Pods and are more widely compatible with non Apple devices.  They still work great with Apple Devices too.  The sound quality and fit are fantastic in my opinion.  They have the same basic shape of Air Pods with a slightly lager outer nub on the outside of the buds that have touch controls.  Unfortunately I did not find the touch controls to be very responsive at times.  This is disappointing considering everything else about these earbuds are perfect.  They have a USB-C charging case that auto pairs the buds with your device as soon as you open the case.  The earbuds also came with some silicone covers if you like a more secure fit or use them just to keep your buds clean.
273,Be cautious of wireless,4,"Earbuds are good quality. BIG PROBLEM is if you misplace one or earbud falls out in a public place, be prepared to have to buy another whole set. Assurion Insurance says no coverage. Amazon says no coverage. the manufacturer Razer has no coverage and what is even worse, they won't sell a single earbud. You have to buy the entire product again. I could see if I had only one foot and wanted to buy one shoe but they are very similar structure wise. Razer does have a parts replacement dept. but not for an earbud. Last resort  but it would have helped would be a pair at wholesale price. This wasn't offered. Poor handling for Customer Service."
274,"One of the most comfortable, best sounding earbuds out there",5,"The Razer Hammerhead wireless earbuds have my vote. They sound fantastic, they have plenty of battery life (even without using the charging case), and they are super comfortable.  They are designed similarly to earpods but they aren't nearly as eye catching (which I think is a good thing). Connectivity and range are superb (on par with my Jabra 85h). Sound quality is awesome with plenty of oof on the low end without being muddy. Finally, they don't provide any type of active noise cancelling but they passively block sound due to their solid fit.  Overall, hightly recommended."
275,"A nice pair of wireless earbuds, not enough to justify the price",4,"First impression, good sounds, good battery life, they stay on your ears really well without being uncomfortable. The earbuds position in the case is odd (left bud on the right, right bud on the left), but it's less of a problem than I expected, actually isn't even a problem at all for me.It's not a sound canceling pair. It's made so that you can still hear things going on around you unless you're blasting music at the highest volume possible, probably risking your hearing in the future. Maybe a problem for many, not for me because I like to listen to music during work (I'm not supposed to but since this pair is really hidden and my hair is long, it's impossible to find them in my ears without lifting my hair up), the Hammerhead True Wireless is a bliss for me to do so and can still hear people when need to.The wrist strap is a nice addition that I can really appreciate, keep in mind that this thing is rather small. My hands aren't the biggest, more on the medium-small size for a guy, but the strap still struggles to get through and actually pushed back the strap holder thingy first time I put it on (it was not supposed to), and I had to glue the thing back.After a month of usage, I start to find problems with the pair. I dropped the buds a couple of times (they stay on really well but rather easy to take off if moved). Not sure if it's because of that, but the pair started to show more delays (both when playing games and doing general stuff like videos and music). Sounds lag happen more frequently; when listening to music, the song just stutters for 2-3 times before playing normally again; sometimes it starts on one bud before playing on both connected buds again.As good as this thing sounds, it's the same as many other Razer stuffs, they're weak in durability, making this pair not really worth $100 anymore."
276,"Cheap, Plastic Case",1,"Please, do yourself a favor and don't buy these. When Razer announced these, I was happy since I used an Android device and finally seeing an Airpods variant really made me interested in the product and happy. After I bought it, as soon as I opened the case, I knew that the product was cheap and would break very quickly. The plastic feels lightweight and extremely flimsy. The hinge reminded me of those cheap Chromebooks that you can buy for around 100 dollars, so, nonexistent. After only 2 months of owning it, I realized that the hinge on the back started to form cracks leading to the bottom of the case. A little after that, the left earbud just stopped connecting altogether and is officially dead. I think that Razer was doing a good job in trying to release its own competition for Apple's Airpods, but don't buy these unless you plan to be disappointed."
277,quality for the price,4,"Simple to use and charge, nice sound and user friendly functions. They fit larger (my husbands) ears a bit better, but work fine in mine too. Compact charging/carrying case and the sound quality is good. There are simple to use functions while they're in use in your ears (like tapping the left here to switch songs, tapping the right ear to pause, etc.) See instruction manual for settings. Very happy with this product and way cheaper than apple ones."
278,Truly wireless gaming earbuds,4,"This is truly wireless gaming earbuds. if you're truly a gamer who looking for earbuds sets instead of full-sized headset and want wireless - this is the one for you.BUT, those earbuds got very poor battery when on gaming mode - 2 hours and a few little mins. I'm using this with my Msi gaming laptop and gaming very hard on them and it does serve its intended purpose.Another con to mention is that sadly there's no windows software UI for them so you don't know how many battery time you have left until the voices in the earbuds say that the battery is low...or if you want to change the EQ for your liking as u can do on the iOs platform.Another con, which is quite subjective, is the overall volume which for me was a quite in the ""ok this is not as loud as I would typically like""Overall this is a good product if you're truly gamer who want the best low latency earbuds and thats it's all about actually."
279,Uncomfortable but good sound,3,The earbuds are easy to connect and have good sound quality. It's really cool how when I pop out one out of my ear it pauses my music.  They dont lag with the computer.  I don't find the noise cancelling to be very effective but they are earbuds.  These are solid with no rubber comfort pieces.  I find them uncomfortable and have a hard time wearing them for longer periods of time.
280,Not Great for Multiplayer Gaming,3,"These earbuds are comfortable, they produce good sound, have low latency (fast without lag) and have a good battery life.  The downside is that when you use the mic, they switch from stereo mode to mono mode, (like being on a phone call).  When playing multiplayer games that require constant squad communication and direction sound (like COD), these seriously hamper you one way or another."
281,Really Kicks Out The Music,4,I’ve had more expensive buds that weren’t as good sounding as these. Shows that quality doesn’t always cost more. The sound is very good and the bass is equally well too. The slick case can be stored really anywhere. I don’t know how to get the wristbands onto the bud holder. Doesn’t say. It should of came connected already. Four Stars ⭐️⭐️⭐️⭐️!!!
282,Good value for money,4,"These handsome, well made earbuds seem sturdier than their apple counterparts, harder to dislodge and more secure in the ear.  Sound quality is fine, but noise cancelling feature not as accurate.  I particularly like the recharge method."
283,"Buy these, not airpods!",5,"These are amazing! Sound quality is amazing, especially during game play. I have always had issues with ear buds staying in my ears, but not with these. Battery life is great. I have went more than two days without charging. That is with off and on use. I would highly recommend these to anyone who likes quality."
284,Hammerheads is a great product but needs more improvements,4,My girlfriend bought me this headphones for my birthday and i love them. It sounds great but it hurts my ears for while. I like taking this to work to talk to my girlfriend but my ears are soo sore and my left ear has a cut.
285,Uncomfortable and cuts out,1,These are awful!! They are very uncomfortable. Sound quality is mediocre. We have razer phones and these still kept cutting out the whole time my husband had them on. His phone was in his pocket.
286,Just get ticpods 2,1,Case sucks big monkey balls and the Bluetooth connection sucks. I put my phone in my pocket and both of my earbuds keep cutting out.
287,Great Bass Response & Sleek Design,5,"Amazing Bass response, fit feels way more dialed than other competitors, but sound drivers definitely top airpods. And you’ve gotta love black sleek design!"
288,Don't do anything active with these,1,"If you're sitting in a chair, or moving around the house/office no problem these will probably work for you. The audio quality and fit is pretty decent too. If you want to go on a walk or jog outdoors however...nope don't bother. Constant and I mean CONSTANT buffer issues with audio cutting out, at one point the right earbud just disconnected completely. Also don't expect these things to function without the case. If you manually power off the buds, and try to power them back on it's about a 10% success rate during the 3-4 days I used them. You have to put them in the case shut the lid and re-open after 5 seconds to get them to turn back on and re-pair. Tried using the razer app after the first foray into the disconnection issues and it provided a firmware upgrade, great right? Nope! still plagued with the same issues. Tried turning off phone audio and just left media on, still nothing. Just a horrible design when you're actively moving around for some reason. Tried all kinds of combinations of powering off the phone/bluetooth/unpairing/re-pairing etc...to no avail. So Razer can have the two pairs we bought back and I'll take my business somewhere else."
