,review rating,review title,review content
189,5,Very good buds,"A very good set of buds.  I'll mention the style thing first because, hey, you're wearing these.  They have a bit of attitude to them which appeals to me, though they aren't in-your-face.  It's more subtle, and with the Razer logo they will be familiar to fellow gamers.However, looks are meaningless without performance, and these buds have it.  Pairing is ultra simple, and inputs (touch, etc) behave as expected.  Now true, they aren't as seamlessly integrated in iOS as AirPods would be, but then these aren't them.  :)  This said, there's not much that my AirPods do that these cannot, at least for 95% of what I use buds for.Sound quality is very very good.  Major thing here is to set expectations...I mean, these are ear buds.  They aren't going to rival big floor speakers.  Even at that, I was very impressed with the sound.  When playing Bioshock, I found performance to be, well, excellent.  Again, given the form factor.A slight point - the fit may NOT offer the best seal in the world against outside noise.  While the earbud sleeves help, they didn't give me a 100% seal.  Some of this may be my odd ear shape, but this said I found some aftermarket tips that work.In sum though - I think these are great.  Good sound for buds, design is great (they are a bit light in construction, but there's a line between weight and comfort that Razer has to straddle), and performance is significantly above par.  A very good set of buds."
190,5,Good bluetooth earphones,These have been my day drivers for headphones and haven't been disappointed since.
191,4,Fits in ear poorly,"I like the sound quality its great, but it falls out of my ear sometimes I used the earbuds mainly for gaming"
192,4,Stiff with no option to change ear piece,I don’t like how they fit in the ear. They hurt my ear canal. There is no option to change it.
193,2,"Great look, horrible quality",The sound quality is terrible compared to other earbuds. Don't buy it unless you want it for its good look.
194,1,Hurts my ears,They hurt my ears really bad I had to return them because if it. Other than that they sound and work great.
195,4,Thumbs up from me,Overall pretty nice headphones the charging case feels a little cheap though
196,3,Big ears only,I did not like how the hammerheads did not have a good Seal and they are made for people with big ears
197,2,They are not very comfortable to use,the sound is not very good
198,5,Nice earpods,"Compact and easy to connect with iPhone, battery life will be checked after useI like it"
199,4,Great,Only thing is I cannot connect to a certain device.
200,4,"A nice pair of wireless earbuds, not enough to justify the price","First impression, good sounds, good battery life, they stay on your ears really well without being uncomfortable. The earbuds position in the case is odd (left bud on the right, right bud on the left), but it's less of a problem than I expected, actually isn't even a problem at all for me.It's not a sound canceling pair. It's made so that you can still hear things going on around you unless you're blasting music at the highest volume possible, probably risking your hearing in the future. Maybe a problem for many, not for me because I like to listen to music during work (I'm not supposed to but since this pair is really hidden and my hair is long, it's impossible to find them in my ears without lifting my hair up), the Hammerhead True Wireless is a bliss for me to do so and can still hear people when need to.The wrist strap is a nice addition that I can really appreciate, keep in mind that this thing is rather small. My hands aren't the biggest, more on the medium-small size for a guy, but the strap still struggles to get through and actually pushed back the strap holder thingy first time I put it on (it was not supposed to), and I had to glue the thing back.After a month of usage, I start to find problems with the pair. I dropped the buds a couple of times (they stay on really well but rather easy to take off if moved). Not sure if it's because of that, but the pair started to show more delays (both when playing games and doing general stuff like videos and music). Sounds lag happen more frequently; when listening to music, the song just stutters for 2-3 times before playing normally again; sometimes it starts on one bud before playing on both connected buds again.As good as this thing sounds, it's the same as many other Razer stuffs, they're weak in durability, making this pair not really worth $100 anymore."
201,4,quality for the price,"Simple to use and charge, nice sound and user friendly functions. They fit larger (my husbands) ears a bit better, but work fine in mine too. Compact charging/carrying case and the sound quality is good. There are simple to use functions while they're in use in your ears (like tapping the left here to switch songs, tapping the right ear to pause, etc.) See instruction manual for settings. Very happy with this product and way cheaper than apple ones."
202,1,"Cheap, Plastic Case","Please, do yourself a favor and don't buy these. When Razer announced these, I was happy since I used an Android device and finally seeing an Airpods variant really made me interested in the product and happy. After I bought it, as soon as I opened the case, I knew that the product was cheap and would break very quickly. The plastic feels lightweight and extremely flimsy. The hinge reminded me of those cheap Chromebooks that you can buy for around 100 dollars, so, nonexistent. After only 2 months of owning it, I realized that the hinge on the back started to form cracks leading to the bottom of the case. A little after that, the left earbud just stopped connecting altogether and is officially dead. I think that Razer was doing a good job in trying to release its own competition for Apple's Airpods, but don't buy these unless you plan to be disappointed."
203,3,Not Great for Multiplayer Gaming,"These earbuds are comfortable, they produce good sound, have low latency (fast without lag) and have a good battery life.  The downside is that when you use the mic, they switch from stereo mode to mono mode, (like being on a phone call).  When playing multiplayer games that require constant squad communication and direction sound (like COD), these seriously hamper you one way or another."
204,3,Uncomfortable but good sound,The earbuds are easy to connect and have good sound quality. It's really cool how when I pop out one out of my ear it pauses my music.  They dont lag with the computer.  I don't find the noise cancelling to be very effective but they are earbuds.  These are solid with no rubber comfort pieces.  I find them uncomfortable and have a hard time wearing them for longer periods of time.
205,4,Truly wireless gaming earbuds,"This is truly wireless gaming earbuds. if you're truly a gamer who looking for earbuds sets instead of full-sized headset and want wireless - this is the one for you.BUT, those earbuds got very poor battery when on gaming mode - 2 hours and a few little mins. I'm using this with my Msi gaming laptop and gaming very hard on them and it does serve its intended purpose.Another con to mention is that sadly there's no windows software UI for them so you don't know how many battery time you have left until the voices in the earbuds say that the battery is low...or if you want to change the EQ for your liking as u can do on the iOs platform.Another con, which is quite subjective, is the overall volume which for me was a quite in the ""ok this is not as loud as I would typically like""Overall this is a good product if you're truly gamer who want the best low latency earbuds and thats it's all about actually."
206,4,Really Kicks Out The Music,I’ve had more expensive buds that weren’t as good sounding as these. Shows that quality doesn’t always cost more. The sound is very good and the bass is equally well too. The slick case can be stored really anywhere. I don’t know how to get the wristbands onto the bud holder. Doesn’t say. It should of came connected already. Four Stars ⭐️⭐️⭐️⭐️!!!
207,4,Good value for money,"These handsome, well made earbuds seem sturdier than their apple counterparts, harder to dislodge and more secure in the ear.  Sound quality is fine, but noise cancelling feature not as accurate.  I particularly like the recharge method."
208,5,"Buy these, not airpods!","These are amazing! Sound quality is amazing, especially during game play. I have always had issues with ear buds staying in my ears, but not with these. Battery life is great. I have went more than two days without charging. That is with off and on use. I would highly recommend these to anyone who likes quality."
209,1,Uncomfortable and cuts out,These are awful!! They are very uncomfortable. Sound quality is mediocre. We have razer phones and these still kept cutting out the whole time my husband had them on. His phone was in his pocket.
210,5,Great product,Nice product great sound and quality
211,4,Better than AirPods!,This has a amazing look to them and they have very good sound quality.
212,5,Awesome,Excellent. Perfect for gym and library study.
213,5,great earbud,the phone is very good and very good sound quality and the gaming mode helps a lot too
214,1,Bad earbuds,Worst earbuds ever scabbed my ears up and made them bleed
215,5,"Here you go, Razer fans!",Good earbuds for Razer fans.
216,5,No issues,Sound is great
217,5,"Read instructions, but work great",Once we got them paired they are great.
218,5,Decent,They are what you expect. Wireless decent sound. Worth only $99
219,5,Good for players,"Very low latency, good for players."
220,4,Decent,"Great product from Razer, they sound better than airpods but there still not the best sounding earbuds. Worth the price"
221,1,Disappointed,It doesn’t sound loud no more. Only the first week of usage. Im returning them.
222,5,Great quality,Like
223,5,Great wireless ear buds,"The headphones have great battery life with the case as a built in battery bank basically, allowing for what feels like endless hours of use. Noise cancelling is about what you could expect from ear buds, would definitely recommend."
224,5,Love this product,"Was skeptical at first. Was deciding between the Apple airpods and this but since I'm using an Android phone and liked the black razer design, I went with this instead. I'm very happy with my purchase!"
225,3,Static when using on PC.,Bought these to use with PC and has nothing but static while paired.
226,4,Easy to use.,"I like how they auto sinc to each other and to the phone, also, the game mode is great, no lag between visuals and the audio. Very impressive. The sound wasn't quite what I was hoping for, but still quite good."
227,5,Nice,Pretty good so far. Sound volume seemed very low at first. Connected to my PC and after that the volume is much higher then out of the box volume with my phone. Comfortable and battery life seems very good.
228,4,Great for the price,"The lid for the charging case could be held on a little better and made of slightly better material but other than that, the quality for what you pay is all there. Sound, work, and look great for the price"
229,5,It’s ok,Not comfortable to wear in my ear but it was a good price feel cheap tho
230,5,Great Earbuds for Android and iPhone,"Been using these on my iPhone 11 with the TW Hammerhead app and they have been working out quite well for me. Haven't really tried the game mode yet, so I can't comment on it. The battery life have been fantastic and seems to last longer that the 3 hours they advertise. For me, after trying out airpods, they seem to work quite a bit better as I can easily use them with other devices. Overall, I am quite pleased with these buds (and also with the colour choice!)."
231,5,"Fit like Airpods, but with better sound quality","I have Soundcore LIberty Air and Apple's Airpods. These fall in the middle. Let me explain.Airpods were great because of their (near) bullet-proof pairing and easy fit into your ear without blocking out everything. For me, the problem with Airpods is that they don't seal very well and so aren't loud enough in many environments.The Soundcore pair nearly as well and seal very well. That makes them better for loud environments. And the sound quality is notably better, especially the bass. But they have the same virtues/drawbacks of other earbuds that seal in your ear. They can be tricky to get in and they can shut out the environment a little TOO well. Great for planes, not so good on the street.The Hammerhead strikes an interesting medium. They are shaped like the Airpods, making insertion easy. They are slightly larger with ab outer flange that provides just a bit more of a seal than the Airpods without completely shutting out the environment the way the Soundcores do.The Hammerheads are also louder than the Airpods, which is very welcome. And pairing was very easy.A couple of nits. The case is slippery, like the Airpods case. This is a surprisingly big problem with both. I have dropped both and watched the earbuds scatter on dropping more than once. Not great.Second, it is actually hard to open the Hammerhead case. The slim notch is hard to find and smaller than the hinge notch. I can't tell you how many times I've fumbled around trying to open the case, only to fumble the whole thing to the ground due to its slipperiness.That is a real nit though. Currently the balance of good sound quality, easy fitting and solid pairing make these my daily earbuds."
232,4,"Good first revision, needs some tweaks to be perfect","So overall, I really like these earbuds.  I'm just going to point out things that don't come across in the specs.1. The default sound profile is too ""boomy"".  There is a very basic EQ in the app that allows you to boost treble or bass, but boosting the treble then makes the bass too weak.  Razer needs to add finer grained EQ settings.2. The case lid is a bit loose/wobbly.3. The case is very hard to open on the correct side by feel alone.  You'll have to fumble with it, try both sides, or look at it closely to figure out how to open it each time.4. These earbuds are not ""ported"", so they isolate sound more than Airpods do.  I prefer to hear more of the environment, but it's really down to personal preference.5. Battery life reporting behaves very strangely on these earbuds.  On iOS, the earbuds will report 100% battery for 40-50 minutes or so before the battery starts dropping.  And when it does drop, it drops in 10% increments ... AKA it really doesn't update that often.  It's a bit odd and I much prefer how the Airpods report battery, but overall it's not an issue once you know how it works.  I do think the total battery life estimate given by Razer is accurate tho.6. These do not support aptX or aptX LL.  You'd think for gaming earbuds they'd do aptX LL, but nope.7. The right earbud goes on the left side of the case, and the left goes on the right side!  It's also awkward to pick the earbuds out of the case ... they should have added some grooves in the case to make it easier to remove the earbuds as you walk, etc.Now the good news.1.  Gaming mode works on both my iPhone and bluetooth adapters for my Nintendo Switch!  The delay is not perfect, but extremely low compared to most earbuds.  aptX LL probably would have been better, but this is still really good.In gaming mode, the connection will be more prone to breaking up since I assume they are lowering the packet size and decreasing the buffering before playback in the earbuds.  The vast majority of the time, this isn't an issue.  I did see a problem one time when I had the phone in my pocket and was listening to music in gaming mode ... the audio started popping and stuttering.  Switching out of game mode fixed it immediately.2. The touch controls are nice and do more than my Airpods Gen 1 ever did.  Good stuff.  But it takes some time to internalize what all the taps do.Bottom line is ... I like them a lot and I'm going to keep them, as they are a perfect companion to my Switch Lite when I'm out and about.  But there's definitely room for improvement."
233,2,"A real disappointment. Terrible connection, doesn't always connect, and feels cheap.","I should start of by saying I expected much more off of these, after all, they are from Razer. First impressions are pretty good but you will soon realize they are made from very cheap plastic and they leak sound like there is no tomorrow.Pairing is a bit tricky, for me, you have to remove them from their case and then place them back inside why they are attempting to pair or else it will fail to pair. On the other case sometimes they will won't turn on after being removed from the case, making them unusable as holding them turns them on to 'pairing mode' which won't actually connect to your device and make it so you need to remove the headphones from your paired devices on your phone.I was out all day yesterday and could not for the life of me get these to connect, I tried my friend's phone and his failed to pair while mine couldn't even see these. I've had cheap knock-off airpods get this down better than Razer could.When it comes to the material the plastic the case and headphones are made out of have to be the thinnest and creakiest I've ever felt.  If you run your fingers over the headphones you can fell the spots where two piece of plastic don't really join all that well, it just feels like $20 headphones.The connection is the worst part. Want the phone in your pocket? Can't. Want to put your hand on your face while you are listen to music? Sorry, your connection will get lost. My bet is that these are sending a lot more data than the average wireless earbuds as they sound much better and that's really its only saving grace.  When it comes to gaming they are great, but I feel if you buy headphones one should expect them to be all right daily headphones. The range on these are ridiculous and trust me, you will be frustrated on how bad they are. Maybe if you are using the recommended Razer phone you'll have better luck, but out of trying a Umidigi F1, Axon 7, OnePlus One, and a Samsung S4 and my laptop, they all have the same lacklustre problems.I don't expect these to last very long and if anything comes in my hand that is remotely all right they will be replaced immediately. Avoid these if you can."
234,4,"Great sound, a couple of minor annoyances","The sound quality of these is excellent. Since that's the main thing I want in earbuds, these get two thumbs up from me- with a few exceptions- see below.They came fully charged and ready to go. Pairing couldn't have been easier. I took them out of the box, went to Bluetooth settings on my iPhone and BAM, just hit connect and there they were.The bass response is nice. Crisp treble.Now, for the minor annoyances. For some reason the left bud goes into the right side of the case and vice versa. This will take some getting used to. They could have easily solved this issue by putting the hinge on the other side of the case.The case itself is a little slick. I'd prefer some texture so I don't drop it when pulling it out of my pocket.I don't care for the fit in my ears. One of the reasons I never bought any Apple headphones or earbuds is the fact they don't use silicone seals. I find I get a much better bass response with a tight fit. It also seals out noise and makes the earbuds feel secure in your ears. When I push and hold these deeper into my ears, they sound considerably better. The sound would be enhanced if they fit better. The sound, as they sit naturally is rather ""airy"" rather than immersive. They are not going to fit every ear perfectly and they are not at all adjustable.If you like the Apple style of fit, these are wonderful."
235,1,"Well, that didn't work out well.","I did not know how big these ear buds were until I charged them.  They are made for elephants.  There are no pictures of the product being used in the product description so I had no idea how to insert them.  Otherwise, the directions given are good.  I looked through customer images to see how to insert them and I can't figure out how people are using them.  I got a second opinion and that person (a man) could not insert them.  The fact that they don't include an image of people wearing them seems odd.  I have leaving bad reviews but I could not find one good thing to say about this product other than the instructions for charging and pairing are very clear."
236,5,"Easy to connect, good sound quality","These earbuds were super easy to connect to my iPhone.  I've been using a Bose headset for listening to podcasts for years and I wasn't expecting the sound for these earbuds to be anything great, but I was surprised by how good the sound quality is.  I'm not sure they're the best for noise cancellation since I felt like I could hear my kids playing a bit more than I usually can with my Bose headset.  I think these earbuds are pretty decent.  My husband has a set of airpods and he felt like these were pretty close to those in terms of functionality.  I have no complaints about them."
237,4,Good Alternative To Air Pods,The Razer Hammerhead True Wireless Earbuds are a good alternative to Apple Air Pods and are more widely compatible with non Apple devices.  They still work great with Apple Devices too.  The sound quality and fit are fantastic in my opinion.  They have the same basic shape of Air Pods with a slightly lager outer nub on the outside of the buds that have touch controls.  Unfortunately I did not find the touch controls to be very responsive at times.  This is disappointing considering everything else about these earbuds are perfect.  They have a USB-C charging case that auto pairs the buds with your device as soon as you open the case.  The earbuds also came with some silicone covers if you like a more secure fit or use them just to keep your buds clean.
238,4,Works great but I have 2 complaints.,"First of all, the sound is AMAZING! And the work very well! I only have minor issues with these.1. The case hinge is hinda wonky and feels strange when you open and close it or jiggle it around.2. The firmware updates and software in general is only supported in android. Why not Razer Synapse 3? Pairing them in windows is consistent though and you can use game mode on anything.Game mode off in windows gives you about 100ms of latency.Game mode on gives almost NO latency in Windows! (slight latency in Android still)If you just want some good audio quality earbuds that are truly wireless and the fact that you can flex that you have one by razer then this product is for you!"
239,4,Be cautious of wireless,"Earbuds are good quality. BIG PROBLEM is if you misplace one or earbud falls out in a public place, be prepared to have to buy another whole set. Assurion Insurance says no coverage. Amazon says no coverage. the manufacturer Razer has no coverage and what is even worse, they won't sell a single earbud. You have to buy the entire product again. I could see if I had only one foot and wanted to buy one shoe but they are very similar structure wise. Razer does have a parts replacement dept. but not for an earbud. Last resort  but it would have helped would be a pair at wholesale price. This wasn't offered. Poor handling for Customer Service."
240,5,Excellent,great for music and mobile gaming
241,3,Bad connection for outdoor use,Good sound but useless connection
242,4,I buy it again,"Very good option, excelente sound"
243,5,Pretty nice but they do fallout sometimes,Pretty nice they do fall out sometimes tho
244,3,Would not charge,Mine would not charge. Had to return it.
245,5,Totally satisfied,Nothing to dislike. Great product
246,2,Low volume,The volume is too low :/
247,1,Be careful to not miss placed them,Add a tile function
248,5,Good,My son loves them
249,5,Sound is golden,Great love razer
